annotation_index,program_id,task_id,pattern_label,confidence,annotation_rationale,annotation_source
158,54869003,abc355_c,hash_map_counting,high,"A single forward pass increments per-row, per-column, and per-diagonal dict counters and checks each against a win threshold as it goes.",claude-blinded-model-annotation
159,54769975,abc355_d,intervals,high,Sorts interval starts and ends separately and sweeps them with a two-pointer merge comparing the next start against the next end to track active-interval overlap count.,claude-blinded-model-annotation
160,54957150,abc356_b,brute_force_implementation,medium,"Directly sums each column via a nested loop and compares against a threshold, with no search or algorithmic shortcut.",claude-blinded-model-annotation
161,55144138,abc356_c,brute_force_implementation,high,"Enumerates every bitmask subset of N items directly and checks each of M constraints against it, classic bitmask brute force.",claude-blinded-model-annotation
162,54232515,abc356_g,binary_search,low,Each query narrows rt/lt via a midpoint over a precomputed array to locate the relevant segment; the array itself is built by a separate convex-hull-trick stack construction not covered by the vocabulary.,claude-blinded-model-annotation
163,55000126,abc357_c,brute_force_implementation,low,Directly constructs a Sierpinski-carpet-style fractal pattern via nested loops and a marking helper applied at multiple scales; no clean vocabulary match.,claude-blinded-model-annotation
164,55140371,abc360_e,dynamic_programming,low,"A scalar probability value p0 is updated K times via a self-referential recurrence in a fixed loop, a minimal single-state rolling DP.",claude-blinded-model-annotation
165,55104573,abc360_g,binary_search,medium,"The LIS (patience-sorting) algorithm repeatedly uses bisect_left to find each element's replacement position in the running tails array, both forward and in reverse.",claude-blinded-model-annotation
166,34050152,agc058_b,dynamic_programming,high,"2D dp table with base case dp[0][arr[0]]=1, filled via a loop with transitions accelerated by a cumulative dp1 row-sum array.",claude-blinded-model-annotation
167,37547592,agc060_b,greedy,low,"After run-length-encoding the string, a single pass decides whether to count each run based on its immediate neighbors, committing to each decision without reconsideration.",claude-blinded-model-annotation
168,38852158,agc061_a,outside_vocabulary,medium,Pure closed-form combinatorial/bitwise formula with deeply nested if/else parity and bit-mask checks and no loop; a Sprague-Grundy-style derivation with no iterative structure.,claude-blinded-model-annotation
169,41610915,agc062_c,intervals,high,"Builds and merges a list of [l,r] interval pairs via a dedicated merger() function that sorts by start and extends overlapping intervals, the textbook interval-merge idiom.",claude-blinded-model-annotation
170,40706832,arc128_b,brute_force_implementation,medium,A fixed loop over exactly three candidate positions directly computes a formula-based answer for each and tracks the minimum.,claude-blinded-model-annotation
171,29987786,arc128_c,brute_force_implementation,low,"Enumerates every (L,R) split-point pair directly in a double loop, using a prefix-sum array only as an O(1) helper to evaluate each candidate's formula.",claude-blinded-model-annotation
172,27510550,arc128_e,greedy,low,"At each position, picks the smallest remaining unused value satisfying the constraints and commits to it, never reconsidering earlier assignments.",claude-blinded-model-annotation
173,38752586,arc129_a,brute_force_implementation,medium,"Decomposes n, l, r into bit arrays and computes the answer via a direct closed-form sum over power-of-two ranges, with no search or table.",claude-blinded-model-annotation
174,27576444,arc130_f,outside_vocabulary,medium,"Incrementally builds a convex hull by popping points while a gradient-dominance condition holds, a monotone-chain convex-hull-trick construction not covered by the vocabulary.",claude-blinded-model-annotation
175,44219174,arc132_b,brute_force_implementation,low,"After one counting pass, the answer is computed via a direct case-branch formula based on the count and the position of the minimum, with no further search.",claude-blinded-model-annotation
176,28174907,arc132_d,intervals,medium,"Builds sorted position pairs from the two strings and sweeps them with a running boundary pointer, extending or jumping past gaps, twice under different start conventions.",claude-blinded-model-annotation
177,41861434,arc133_a,hash_map_counting,low,A dict tracks how many times each run-value has been seen while scanning consecutive equal-value runs; the counting dict drives the exclusion decision.,claude-blinded-model-annotation
178,34093512,arc133_b,binary_search,medium,The LIS (patience-sorting) algorithm repeatedly uses bisect_left to place each position into the running tails array LIS.,claude-blinded-model-annotation
179,44249322,arc133_d,dynamic_programming,high,Recursive function calc() checks a dict-based memo keyed by full state before recursing and stores the result before returning.,claude-blinded-model-annotation
180,45004334,arc134_b,greedy,low,"Repeatedly brings the smallest available character forward via a swap using precomputed position lists, committing to each swap without reconsideration.",claude-blinded-model-annotation
181,43694743,arc135_a,dynamic_programming,high,"An lru_cache-memoized recursive function dfs() has an explicit base case and a self-referential recurrence, the canonical memoized-recursion shape.",claude-blinded-model-annotation
182,29324173,arc135_d,greedy,medium,"Repeatedly matches the largest available positive and negative row/column excesses, taking the min and committing to it without reconsidering earlier pairings.",claude-blinded-model-annotation
183,36890038,arc136_b,outside_vocabulary,low,"A custom Fenwick tree (binary indexed tree) counts inversions via update/query bit-manipulation; Fenwick trees are a specialized structure not covered by the vocabulary, similar to the segment trees it explicitly excludes.",claude-blinded-model-annotation
184,44650081,arc137_b,dynamic_programming,low,"Two scalar running values are updated via a Kadane's-maximum-subarray-style recurrence (reset to zero if negative, else extend), a minimal rolling DP with no table.",claude-blinded-model-annotation
185,32337261,arc137_c,outside_vocabulary,medium,A closed-form combinatorial game-theory case analysis on the input's last elements with no loop or search structure.,claude-blinded-model-annotation
186,43171788,arc138_a,binary_search,medium,"After building a monotone record-tracking array M, each query uses bisect_right(M, L[i]) to locate the relevant position.",claude-blinded-model-annotation
187,39342455,arc139_b,brute_force_implementation,medium,"A bounded loop of at most a+5 iterations directly evaluates a formula f() for each candidate offset and tracks the minimum, with no search-space halving.",claude-blinded-model-annotation
188,31456138,arc139_c,brute_force_implementation,low,"Directly constructs an explicit list of coordinate pairs via nested loops following a fixed formulaic pattern, with assertions checking the construction, not a search.",claude-blinded-model-annotation
189,31727307,arc140_d,dynamic_programming,medium,"After UnionFind grouping and factorial-table setup, a dp array with base case dp[0]=1 is filled by a nested loop applying a per-group multiplicative transition.",claude-blinded-model-annotation
190,38039113,arc141_b,dynamic_programming,high,Code comment explicitly defines the dp table; it is filled forward with an explicit transition accelerated by an internal prefix-sum array.,claude-blinded-model-annotation
191,34662508,arc141_c,outside_vocabulary,low,Four bespoke forward/backward scanning passes track a pointer and a visited array to construct a compatible bracket sequence from two permutations; no clean vocabulary match.,claude-blinded-model-annotation
192,39176273,arc144_a,greedy,medium,"Greedily decomposes M into the largest possible fixed chunk sizes (8, then 6, then 4, then 2) in order, committing to each without reconsideration.",claude-blinded-model-annotation
193,41927392,arc144_b,binary_search,high,"A while loop narrows left/right via a midpoint against a check(mid,...) feasibility predicate.",claude-blinded-model-annotation
194,41500955,arc146_b,greedy,medium,"Decides each bit from most to least significant, sorting a cost array and committing to include or exclude that bit based on an immediate feasibility check, never revisiting earlier bits.",claude-blinded-model-annotation
195,43234248,arc148_b,brute_force_implementation,medium,"Enumerates every possible reverse-and-translate split point directly, collecting all resulting strings into a set before taking the minimum.",claude-blinded-model-annotation
196,43012792,arc149_a,brute_force_implementation,medium,"Directly iterates over candidate lengths and digit values checking a divisibility condition for each, a bounded enumeration with no algorithmic shortcut.",claude-blinded-model-annotation
197,37666166,arc150_e,two_pointers,low,"Two pre-sorted lists v0/v1 are repeatedly popped from the end while their values exceed a threshold that shifts monotonically with the outer loop index, a converging consumption pattern.",claude-blinded-model-annotation
198,44901492,arc151_a,greedy,medium,"A second pass assigns '0' or '1' at each mismatched position based on whether a running counter is still under half the total mismatch count, committing to each assignment in order.",claude-blinded-model-annotation
199,37067201,arc152_b,binary_search,high,"For each position, a while loop narrows high/low via a midpoint against a distance-comparison predicate over the sorted position array.",claude-blinded-model-annotation
200,38915061,arc152_c,brute_force_implementation,low,A single pass computes a running gcd across all elements followed by a direct closed-form arithmetic formula for the answer.,claude-blinded-model-annotation
201,43165491,arc153_b,simulation,medium,"Steps through Q rotation/reflection queries one at a time, updating the current (x,y) position via a direct formula at each step.",claude-blinded-model-annotation
202,43795529,arc154_b,greedy,low,"A single backward pass matches each character against the nearest available equal character in t, committing to each match without reconsideration.",claude-blinded-model-annotation
203,38471956,arc155_c,outside_vocabulary,low,A bespoke parity- and multiset-based reachability case analysis with dedicated helper functions; no clean vocabulary match despite one Counter equality check.,claude-blinded-model-annotation
204,40932797,arc156_b,brute_force_implementation,low,A single bounded forward scan accumulates the answer via a combinatorial binomial-coefficient formula per candidate until a target count is reached.,claude-blinded-model-annotation
205,43019650,arc157_a,brute_force_implementation,medium,An extensive UnionFind class and utility library are defined but never invoked; the actually executed logic is a direct two-line parity/difference comparison with no loop.,claude-blinded-model-annotation
206,42828291,arc157_b,greedy,high,"Sorts run-lengths descending and repeatedly consumes budget k from the largest remaining run, committing to each choice without reconsideration.",claude-blinded-model-annotation
207,39194356,arc157_d,prefix_sums,medium,Builds a 2D cumulative-sum array and uses it throughout via a get() helper to answer O(1) rectangular range-count queries driving the combinatorial case analysis.,claude-blinded-model-annotation
208,39201856,arc157_e,dynamic_programming,high,"Post-order tree recursion fills dp_x/dp_y arrays indexed by node and leaf-count, with explicit base cases at leaves and a merge transition from children.",claude-blinded-model-annotation
209,41991860,arc159_a,graph_traversal_dfs_bfs,high,"Explores the graph from each source via a deque-based worklist with a distance/visited array dist2, expanding to unvisited neighbors.",claude-blinded-model-annotation
210,45431609,arc159_b,outside_vocabulary,low,An iterative Euclidean-style GCD reduction loop with an inner divisor-enumeration search; a number-theoretic technique not covered by the vocabulary.,claude-blinded-model-annotation
211,40431476,arc159_d,outside_vocabulary,high,An extensively documented generic monoid segment tree class (set/prod/max_right/min_left) drives the solution; segment trees are named in the vocabulary's own outside-vocabulary example.,claude-blinded-model-annotation
212,43405529,arc160_a,outside_vocabulary,low,A custom Fenwick tree (binary indexed tree) with a lower_bound order-statistics method drives the permutation manipulation; a specialized structure not covered by the vocabulary.,claude-blinded-model-annotation
213,45802611,arc162_c,graph_traversal_dfs_bfs,high,"Explicit recursive dfs() traverses a tree built from a parent list, aggregating counts and sets from each child in post-order.",claude-blinded-model-annotation
214,43944210,arc163_b,sorting_based,medium,"Sorts a sublist and then scans every fixed-size window directly, recomputing a boundary-value formula for each position rather than incrementally updating a running invariant.",claude-blinded-model-annotation
215,43438224,arc164_e,dynamic_programming,high,"After a coordinate-compression sort, a rolling dp array Y with base case Y=[0] is updated per index via an explicit cost-accumulating transition.",claude-blinded-model-annotation
216,45995987,arc165_b,brute_force_implementation,low,"Several direct ad hoc scanning and counting passes determine a subarray to fix, which is then sorted and spliced back as a final finishing step rather than the core technique.",claude-blinded-model-annotation
217,50502972,arc167_b,outside_vocabulary,low,Trial-division prime factorization followed by a direct combinatorial divisor-counting formula; a number-theory technique not covered by the vocabulary.,claude-blinded-model-annotation
218,54960940,arc170_a,greedy,low,"A single pass maintains running left/right balance counters and immediately commits to counting a match or a needed adjustment based on their current comparison, never reconsidering.",claude-blinded-model-annotation
219,50018799,arc171_d,dynamic_programming,high,"Bitmask DP array dp[bit] with base case dp[0]=1 filled via a transition referencing two smaller bitmask states, the classic independent-set-counting recurrence for chromatic number.",claude-blinded-model-annotation
220,50474956,arc172_b,brute_force_implementation,low,"A single loop directly multiplies a closed-form per-position factor into a running product, with no search or table.",claude-blinded-model-annotation
221,51141760,arc172_c,prefix_sums,medium,Builds a cumulative running-balance array from +1/-1 character contributions and uses O(1) lookups into it while scanning for sign changes.,claude-blinded-model-annotation
222,54010856,arc173_a,binary_search,high,A while loop narrows left/right via a midpoint against a digit-counting feasibility predicate.,claude-blinded-model-annotation
223,51178140,arc173_b,hash_map_counting,high,"For every pair of points, the line they define is used as a dict key to group co-linear points into sets, and the largest group size is taken.",claude-blinded-model-annotation
224,51134374,arc173_e,outside_vocabulary,medium,"Builds an XOR linear basis via Gaussian-elimination-style reduction over GF(2), a linear-algebra technique not covered by the vocabulary.",claude-blinded-model-annotation
225,54196806,arc174_a,dynamic_programming,low,"Two running cumulative-sum variables are reset to zero whenever they cross zero while scanning forward, a Kadane's-style minimal rolling recurrence with no table.",claude-blinded-model-annotation
226,51898575,arc175_a,simulation,medium,"Steps through a fixed given visiting order, checking a taken/visited array and multiplying in a probability factor according to stated adjacency rules at each step.",claude-blinded-model-annotation
227,51792735,arc175_b,greedy,medium,"Scans the bracket sequence and immediately flips selected brackets from one end to balance the count, committing to each flip without reconsideration, before a final cumulative-sum pass computes nesting depth.",claude-blinded-model-annotation
228,53001483,arc175_c,intervals,medium,"Maintains a stack of [l,r,indices] interval records, popping and merging adjacent intervals based on boundary comparisons as new (l,r) ranges arrive.",claude-blinded-model-annotation
229,52671232,arc176_d,dynamic_programming,low,"A small 3-state dp array with an explicit transition is iterated to generate sample sequence values, though the dominant technique feeding on those values is Berlekamp-Massey/Bostan-Mori linear-recurrence extrapolation, which is not itself covered by the vocabulary.",claude-blinded-model-annotation
230,53706270,arc177_a,greedy,high,"Uses nested while loops over denominations from largest (500) to smallest (1), greedily consuming as much as possible at each denomination before moving to the next, never reconsidering.",claude-blinded-model-annotation
231,53680716,arc178_d,dynamic_programming,high,"2D dp table with base case dp[0][-1]=1, filled backward with a difference-array-accelerated range-update transition per step.",claude-blinded-model-annotation
232,55021276,arc180_c,dynamic_programming,high,1D offset-indexed dp array rolled forward per input element with an explicit transition adding dp[s] into neighboring offsets.,claude-blinded-model-annotation
